ds,y
2013-08-02 14:00:00,52314
2013-08-02 15:00:00,51469
2013-08-02 16:00:00,50235
2013-08-02 17:00:00,49172
2013-08-02 18:00:00,48891
2013-08-02 19:00:00,48912
2013-08-02 20:00:00,46877
2013-08-02 21:00:00,44558
2013-08-02 22:00:00,45390
2013-08-02 23:00:00,48080
2013-08-03 00:00:00,45664
2013-08-03 01:00:00,40317
2013-08-03 02:00:00,38971
2013-08-03 03:00:00,36548
2013-08-03 04:00:00,34748
2013-08-03 05:00:00,34197
2013-08-03 06:00:00,34569
2013-08-03 07:00:00,34272
2013-08-03 08:00:00,36390
2013-08-03 09:00:00,39504
2013-08-03 10:00:00,42045
2013-08-03 11:00:00,43278
2013-08-03 12:00:00,44517
2013-08-03 13:00:00,45989
2013-08-03 14:00:00,43973
2013-08-03 15:00:00,43155
2013-08-03 16:00:00,42175
2013-08-03 17:00:00,41430
2013-08-03 18:00:00,41641
2013-08-03 19:00:00,42537
2013-08-03 20:00:00,41643
2013-08-03 21:00:00,40102
2013-08-03 22:00:00,41332
2013-08-03 23:00:00,45043
2013-08-04 00:00:00,43293
2013-08-04 01:00:00,38369
2013-08-04 02:00:00,37127
2013-08-04 03:00:00,34643
2013-08-04 04:00:00,32979
2013-08-04 05:00:00,32265
2013-08-04 06:00:00,32338
2013-08-04 07:00:00,31291
2013-08-04 08:00:00,32705
2013-08-04 09:00:00,35213
2013-08-04 10:00:00,37622
2013-08-04 11:00:00,39396
2013-08-04 12:00:00,40732
2013-08-04 13:00:00,42393
2013-08-04 14:00:00,40090
2013-08-04 15:00:00,38864
2013-08-04 16:00:00,37833
2013-08-04 17:00:00,37410
2013-08-04 18:00:00,37973
2013-08-04 19:00:00,39344
2013-08-04 20:00:00,40154
2013-08-04 21:00:00,39852
2013-08-04 22:00:00,41588
2013-08-04 23:00:00,45265
2013-08-05 00:00:00,42871
2013-08-05 01:00:00,37756
2013-08-05 02:00:00,36658
2013-08-05 03:00:00,34500
2013-08-05 04:00:00,33184
2013-08-05 05:00:00,33568
2013-08-05 06:00:00,35661
2013-08-05 07:00:00,37295
2013-08-05 08:00:00,40636
2013-08-05 09:00:00,44262
2013-08-05 10:00:00,46800
2013-08-05 11:00:00,48256
2013-08-05 12:00:00,49862
2013-08-05 13:00:00,50826
2013-08-05 14:00:00,49885
2013-08-05 15:00:00,49143
2013-08-05 16:00:00,47993
2013-08-05 17:00:00,46992
2013-08-05 18:00:00,46503
2013-08-05 19:00:00,47039
2013-08-05 20:00:00,45866
2013-08-05 21:00:00,43754
2013-08-05 22:00:00,44414
2013-08-05 23:00:00,47599
2013-08-06 00:00:00,45030
2013-08-06 01:00:00,39656
2013-08-06 02:00:00,38513
2013-08-06 03:00:00,36405
2013-08-06 04:00:00,34990
2013-08-06 05:00:00,35139
2013-08-06 06:00:00,36961
2013-08-06 07:00:00,38568
2013-08-06 08:00:00,41715
2013-08-06 09:00:00,44990
2013-08-06 10:00:00,47334
2013-08-06 11:00:00,48635
2013-08-06 12:00:00,49668
2013-08-06 13:00:00,50281
2013-08-06 14:00:00,49049
2013-08-06 15:00:00,48256
2013-08-06 16:00:00,47149
2013-08-06 17:00:00,46211
2013-08-06 18:00:00,45923
2013-08-06 19:00:00,46525
2013-08-06 20:00:00,45186
2013-08-06 21:00:00,43194
2013-08-06 22:00:00,43628
2013-08-06 23:00:00,46525
2013-08-07 00:00:00,44131
2013-08-07 01:00:00,38924
2013-08-07 02:00:00,37811
2013-08-07 03:00:00,35719
2013-08-07 04:00:00,34304
2013-08-07 05:00:00,34436
2013-08-07 06:00:00,36286
2013-08-07 07:00:00,38012
2013-08-07 08:00:00,41141
2013-08-07 09:00:00,44328
2013-08-07 10:00:00,46701
2013-08-07 11:00:00,47879
2013-08-07 12:00:00,49273
2013-08-07 13:00:00,49129
2013-08-07 14:00:00,47733
2013-08-07 15:00:00,46860
2013-08-07 16:00:00,45630
2013-08-07 17:00:00,44663
2013-08-07 18:00:00,44408
2013-08-07 19:00:00,45327
2013-08-07 20:00:00,44057
2013-08-07 21:00:00,41961
2013-08-07 22:00:00,42295
2013-08-07 23:00:00,44964
2013-08-08 00:00:00,42939
2013-08-08 01:00:00,38182
2013-08-08 02:00:00,36865
2013-08-08 03:00:00,34872
2013-08-08 04:00:00,33363
2013-08-08 05:00:00,33632
2013-08-08 06:00:00,35809
2013-08-08 07:00:00,37344
2013-08-08 08:00:00,40502
2013-08-08 09:00:00,43605
2013-08-08 10:00:00,45884
2013-08-08 11:00:00,47300
2013-08-08 12:00:00,48085
2013-08-08 13:00:00,48358
2013-08-08 14:00:00,46990
2013-08-08 15:00:00,46271
2013-08-08 16:00:00,44921
2013-08-08 17:00:00,43954
2013-08-08 18:00:00,43717
2013-08-08 19:00:00,44581
2013-08-08 20:00:00,43274
2013-08-08 21:00:00,41184
2013-08-08 22:00:00,42219
2013-08-08 23:00:00,45264
2013-08-09 00:00:00,43197
2013-08-09 01:00:00,38097
2013-08-09 02:00:00,37217
2013-08-09 03:00:00,34840
2013-08-09 04:00:00,33312
2013-08-09 05:00:00,33501
2013-08-09 06:00:00,35445
2013-08-09 07:00:00,37068
2013-08-09 08:00:00,40259
2013-08-09 09:00:00,43297
2013-08-09 10:00:00,45605
2013-08-09 11:00:00,46663
2013-08-09 12:00:00,47629
2013-08-09 13:00:00,48424
2013-08-09 14:00:00,46678
2013-08-09 15:00:00,45835
2013-08-09 16:00:00,44326
2013-08-09 17:00:00,43345
2013-08-09 18:00:00,43218
2013-08-09 19:00:00,43948
2013-08-09 20:00:00,42591
2013-08-09 21:00:00,40725
2013-08-09 22:00:00,41935
2013-08-09 23:00:00,45026
2013-08-10 00:00:00,42930
2013-08-10 01:00:00,37770
2013-08-10 02:00:00,36539
2013-08-10 03:00:00,34076
2013-08-10 04:00:00,32384
2013-08-10 05:00:00,31977
2013-08-10 06:00:00,32662
2013-08-10 07:00:00,32329
2013-08-10 08:00:00,34180
2013-08-10 09:00:00,37220
2013-08-10 10:00:00,39691
2013-08-10 11:00:00,41020
2013-08-10 12:00:00,42273
2013-08-10 13:00:00,43841
2013-08-10 14:00:00,41580
2013-08-10 15:00:00,40578
2013-08-10 16:00:00,39341
2013-08-10 17:00:00,38511
2013-08-10 18:00:00,39093
2013-08-10 19:00:00,39999
2013-08-10 20:00:00,39287
2013-08-10 21:00:00,37893
2013-08-10 22:00:00,39618
2013-08-10 23:00:00,43017
2013-08-11 00:00:00,41416
2013-08-11 01:00:00,36636
2013-08-11 02:00:00,35367
2013-08-11 03:00:00,32840
2013-08-11 04:00:00,31097
2013-08-11 05:00:00,30437
2013-08-11 06:00:00,30590
2013-08-11 07:00:00,29632
2013-08-11 08:00:00,30863
2013-08-11 09:00:00,33430
2013-08-11 10:00:00,36063
2013-08-11 11:00:00,37558
2013-08-11 12:00:00,38928
2013-08-11 13:00:00,40682
2013-08-11 14:00:00,38058
2013-08-11 15:00:00,36911
2013-08-11 16:00:00,35621
2013-08-11 17:00:00,35066
2013-08-11 18:00:00,35632
2013-08-11 19:00:00,37294
2013-08-11 20:00:00,38128
2013-08-11 21:00:00,38001
2013-08-11 22:00:00,39947
2013-08-11 23:00:00,43282
2013-08-12 00:00:00,41084
2013-08-12 01:00:00,36166
2013-08-12 02:00:00,35080
2013-08-12 03:00:00,32980
2013-08-12 04:00:00,31633
2013-08-12 05:00:00,31881
2013-08-12 06:00:00,34043
2013-08-12 07:00:00,35511
2013-08-12 08:00:00,38575
2013-08-12 09:00:00,41809
2013-08-12 10:00:00,44173
2013-08-12 11:00:00,45527
2013-08-12 12:00:00,47011
2013-08-12 13:00:00,47998
2013-08-12 14:00:00,46706
2013-08-12 15:00:00,45849
2013-08-12 16:00:00,44572
2013-08-12 17:00:00,43720
2013-08-12 18:00:00,43577
2013-08-12 19:00:00,44513
2013-08-12 20:00:00,43705
2013-08-12 21:00:00,41691
2013-08-12 22:00:00,42652
2013-08-12 23:00:00,45513
2013-08-13 00:00:00,43322
2013-08-13 01:00:00,38092
2013-08-13 02:00:00,37037
2013-08-13 03:00:00,34819
2013-08-13 04:00:00,33258
2013-08-13 05:00:00,33411
2013-08-13 06:00:00,35250
2013-08-13 07:00:00,36687
2013-08-13 08:00:00,39573
2013-08-13 09:00:00,42657
2013-08-13 10:00:00,45117
2013-08-13 11:00:00,46295
2013-08-13 12:00:00,47567
2013-08-13 13:00:00,48081
2013-08-13 14:00:00,46848
2013-08-13 15:00:00,46037
2013-08-13 16:00:00,44725
2013-08-13 17:00:00,43645
2013-08-13 18:00:00,43643
2013-08-13 19:00:00,44649
2013-08-13 20:00:00,43471
2013-08-13 21:00:00,41882
2013-08-13 22:00:00,42912
2013-08-13 23:00:00,45697
2013-08-14 00:00:00,43522
2013-08-14 01:00:00,38385
2013-08-14 02:00:00,37290
2013-08-14 03:00:00,35006
2013-08-14 04:00:00,33481
2013-08-14 05:00:00,33554
2013-08-14 06:00:00,35304
2013-08-14 07:00:00,36804
2013-08-14 08:00:00,39693
2013-08-14 09:00:00,42803
2013-08-14 10:00:00,44986
2013-08-14 11:00:00,46061
2013-08-14 12:00:00,47318
2013-08-14 13:00:00,48220
2013-08-14 14:00:00,46566
2013-08-14 15:00:00,45948
2013-08-14 16:00:00,44394
2013-08-14 17:00:00,43590
2013-08-14 18:00:00,43539
2013-08-14 19:00:00,44336
2013-08-14 20:00:00,43284
2013-08-14 21:00:00,41536
2013-08-14 22:00:00,42762
2013-08-14 23:00:00,45561
2013-08-15 00:00:00,43499
2013-08-15 01:00:00,38480
2013-08-15 02:00:00,37283
2013-08-15 03:00:00,34867
2013-08-15 04:00:00,33097
2013-08-15 05:00:00,32405
2013-08-15 06:00:00,32761
2013-08-15 07:00:00,32238
2013-08-15 08:00:00,33604
2013-08-15 09:00:00,36133
2013-08-15 10:00:00,38588
2013-08-15 11:00:00,40076
2013-08-15 12:00:00,41510
2013-08-15 13:00:00,42993
2013-08-15 14:00:00,40539
2013-08-15 15:00:00,39322
2013-08-15 16:00:00,38078
2013-08-15 17:00:00,37645
2013-08-15 18:00:00,37963
2013-08-15 19:00:00,39252
2013-08-15 20:00:00,39620
2013-08-15 21:00:00,39154
2013-08-15 22:00:00,40800
2013-08-15 23:00:00,43852
2013-08-16 00:00:00,42267
2013-08-16 01:00:00,37355
2013-08-16 02:00:00,36235
2013-08-16 03:00:00,34046
2013-08-16 04:00:00,32643
2013-08-16 05:00:00,32666
2013-08-16 06:00:00,34258
2013-08-16 07:00:00,35025
2013-08-16 08:00:00,37565
2013-08-16 09:00:00,40733
2013-08-16 10:00:00,43196
2013-08-16 11:00:00,44559
2013-08-16 12:00:00,46022
2013-08-16 13:00:00,47434
2013-08-16 14:00:00,45865
2013-08-16 15:00:00,45093
2013-08-16 16:00:00,43870
2013-08-16 17:00:00,43095
2013-08-16 18:00:00,43342
2013-08-16 19:00:00,44153
2013-08-16 20:00:00,43003
2013-08-16 21:00:00,41825
2013-08-16 22:00:00,42669
2013-08-16 23:00:00,45319
2013-08-17 00:00:00,43379
2013-08-17 01:00:00,38404
2013-08-17 02:00:00,36941
2013-08-17 03:00:00,34596
2013-08-17 04:00:00,32887
2013-08-17 05:00:00,32619
2013-08-17 06:00:00,33284
2013-08-17 07:00:00,33220
2013-08-17 08:00:00,34813
2013-08-17 09:00:00,37721
2013-08-17 10:00:00,40360
2013-08-17 11:00:00,41660
2013-08-17 12:00:00,42991
2013-08-17 13:00:00,44436
2013-08-17 14:00:00,42439
2013-08-17 15:00:00,41719
2013-08-17 16:00:00,40569
2013-08-17 17:00:00,39917
2013-08-17 18:00:00,40189
2013-08-17 19:00:00,41130
2013-08-17 20:00:00,40553
2013-08-17 21:00:00,39856
2013-08-17 22:00:00,40817
2013-08-17 23:00:00,43848
2013-08-18 00:00:00,42314
2013-08-18 01:00:00,37394
2013-08-18 02:00:00,36236
2013-08-18 03:00:00,33880
2013-08-18 04:00:00,32137
2013-08-18 05:00:00,31399
2013-08-18 06:00:00,31647
2013-08-18 07:00:00,30910
2013-08-18 08:00:00,31929
2013-08-18 09:00:00,34427
2013-08-18 10:00:00,36941
2013-08-18 11:00:00,38722
2013-08-18 12:00:00,40170
2013-08-18 13:00:00,41800
2013-08-18 14:00:00,39299
2013-08-18 15:00:00,38077
2013-08-18 16:00:00,36840
2013-08-18 17:00:00,36354
2013-08-18 18:00:00,36829
2013-08-18 19:00:00,38616
2013-08-18 20:00:00,39381
2013-08-18 21:00:00,40038
2013-08-18 22:00:00,40966
2013-08-18 23:00:00,43787
2013-08-19 00:00:00,41862
2013-08-19 01:00:00,36974
2013-08-19 02:00:00,35857
2013-08-19 03:00:00,33829
2013-08-19 04:00:00,32598
2013-08-19 05:00:00,33070
2013-08-19 06:00:00,35250
2013-08-19 07:00:00,37514
2013-08-19 08:00:00,40558
2013-08-19 09:00:00,44130
2013-08-19 10:00:00,46614
2013-08-19 11:00:00,47783
2013-08-19 12:00:00,49103
2013-08-19 13:00:00,49792
2013-08-19 14:00:00,48548
2013-08-19 15:00:00,47512
2013-08-19 16:00:00,46215
2013-08-19 17:00:00,44971
2013-08-19 18:00:00,44713
2013-08-19 19:00:00,45678
2013-08-19 20:00:00,44689
2013-08-19 21:00:00,43354
2013-08-19 22:00:00,43581
2013-08-19 23:00:00,46240
2013-08-20 00:00:00,44180
2013-08-20 01:00:00,38963
2013-08-20 02:00:00,37919
2013-08-20 03:00:00,35781
2013-08-20 04:00:00,34360
2013-08-20 05:00:00,34546
2013-08-20 06:00:00,36607
2013-08-20 07:00:00,38490
2013-08-20 08:00:00,41533
2013-08-20 09:00:00,44921
2013-08-20 10:00:00,47112
2013-08-20 11:00:00,48183
2013-08-20 12:00:00,49405
2013-08-20 13:00:00,49998
2013-08-20 14:00:00,48737
2013-08-20 15:00:00,47948
2013-08-20 16:00:00,46695
2013-08-20 17:00:00,45671
2013-08-20 18:00:00,45487
2013-08-20 19:00:00,46156
2013-08-20 20:00:00,44970
2013-08-20 21:00:00,43666
2013-08-20 22:00:00,44186
2013-08-20 23:00:00,46648
2013-08-21 00:00:00,44717
2013-08-21 01:00:00,39443
2013-08-21 02:00:00,38360
2013-08-21 03:00:00,36165
2013-08-21 04:00:00,34573
2013-08-21 05:00:00,34695
2013-08-21 06:00:00,36790
2013-08-21 07:00:00,38824
2013-08-21 08:00:00,41730
2013-08-21 09:00:00,45019
2013-08-21 10:00:00,47358
2013-08-21 11:00:00,48438
2013-08-21 12:00:00,49753
2013-08-21 13:00:00,50348
2013-08-21 14:00:00,49154
2013-08-21 15:00:00,48444
2013-08-21 16:00:00,47136
2013-08-21 17:00:00,46183
2013-08-21 18:00:00,45999
2013-08-21 19:00:00,46714
2013-08-21 20:00:00,45559
2013-08-21 21:00:00,44601
2013-08-21 22:00:00,44714
2013-08-21 23:00:00,47140
2013-08-22 00:00:00,45019
2013-08-22 01:00:00,39837
2013-08-22 02:00:00,38710
2013-08-22 03:00:00,36586
2013-08-22 04:00:00,35015
2013-08-22 05:00:00,35120
2013-08-22 06:00:00,37201
2013-08-22 07:00:00,39373
2013-08-22 08:00:00,42099
2013-08-22 09:00:00,45280
2013-08-22 10:00:00,47699
2013-08-22 11:00:00,49058
2013-08-22 12:00:00,50388
2013-08-22 13:00:00,51087
2013-08-22 14:00:00,49844
2013-08-22 15:00:00,49216
2013-08-22 16:00:00,47980
2013-08-22 17:00:00,46913
2013-08-22 18:00:00,46680
2013-08-22 19:00:00,47472
2013-08-22 20:00:00,45964
2013-08-22 21:00:00,45091
2013-08-22 22:00:00,45043
2013-08-22 23:00:00,47403
2013-08-23 00:00:00,45556
2013-08-23 01:00:00,40335
2013-08-23 02:00:00,39172
2013-08-23 03:00:00,36992
2013-08-23 04:00:00,35589
2013-08-23 05:00:00,35694
2013-08-23 06:00:00,37611
2013-08-23 07:00:00,39789
2013-08-23 08:00:00,42672
2013-08-23 09:00:00,46051
2013-08-23 10:00:00,48441
2013-08-23 11:00:00,49756
2013-08-23 12:00:00,50736
2013-08-23 13:00:00,51569
2013-08-23 14:00:00,49938
2013-08-23 15:00:00,49232
2013-08-23 16:00:00,47952
2013-08-23 17:00:00,46829
2013-08-23 18:00:00,46551
2013-08-23 19:00:00,47045
2013-08-23 20:00:00,45582
2013-08-23 21:00:00,45065
2013-08-23 22:00:00,44961
2013-08-23 23:00:00,47467
2013-08-24 00:00:00,45523
2013-08-24 01:00:00,40102
2013-08-24 02:00:00,38795
2013-08-24 03:00:00,36281
2013-08-24 04:00:00,34481
2013-08-24 05:00:00,33979
2013-08-24 06:00:00,34667
2013-08-24 07:00:00,35181
2013-08-24 08:00:00,36379
2013-08-24 09:00:00,39493
2013-08-24 10:00:00,42002
2013-08-24 11:00:00,43519
2013-08-24 12:00:00,44751
2013-08-24 13:00:00,46263
2013-08-24 14:00:00,43615
2013-08-24 15:00:00,42460
2013-08-24 16:00:00,41268
2013-08-24 17:00:00,40262
2013-08-24 18:00:00,40649
2013-08-24 19:00:00,41709
2013-08-24 20:00:00,41082
2013-08-24 21:00:00,41143
2013-08-24 22:00:00,40882
2013-08-24 23:00:00,44149
2013-08-25 00:00:00,42633
2013-08-25 01:00:00,37570
2013-08-25 02:00:00,36289
2013-08-25 03:00:00,34083
2013-08-25 04:00:00,32359
2013-08-25 05:00:00,31626
2013-08-25 06:00:00,31744
2013-08-25 07:00:00,31558
2013-08-25 08:00:00,32219
2013-08-25 09:00:00,34868
2013-08-25 10:00:00,37441
2013-08-25 11:00:00,39493
2013-08-25 12:00:00,41178
2013-08-25 13:00:00,42864
2013-08-25 14:00:00,39934
2013-08-25 15:00:00,38399
2013-08-25 16:00:00,36978
2013-08-25 17:00:00,36114
2013-08-25 18:00:00,36932
2013-08-25 19:00:00,38652
2013-08-25 20:00:00,39855
2013-08-25 21:00:00,40979
2013-08-25 22:00:00,40635
2013-08-25 23:00:00,43597
2013-08-26 00:00:00,41888
2013-08-26 01:00:00,37024
2013-08-26 02:00:00,35864
2013-08-26 03:00:00,33828
2013-08-26 04:00:00,32601
2013-08-26 05:00:00,33353
2013-08-26 06:00:00,36320
2013-08-26 07:00:00,39652
2013-08-26 08:00:00,42964
2013-08-26 09:00:00,46557
2013-08-26 10:00:00,48893
2013-08-26 11:00:00,50152
2013-08-26 12:00:00,51290
2013-08-26 13:00:00,51746
2013-08-26 14:00:00,50737
2013-08-26 15:00:00,49639
2013-08-26 16:00:00,48316
2013-08-26 17:00:00,47356
2013-08-26 18:00:00,46956
2013-08-26 19:00:00,48175
2013-08-26 20:00:00,47486
2013-08-26 21:00:00,46757
2013-08-26 22:00:00,45308
2013-08-26 23:00:00,47857
2013-08-27 00:00:00,46134
2013-08-27 01:00:00,40840
2013-08-27 02:00:00,39877
2013-08-27 03:00:00,37583
2013-08-27 04:00:00,36215
2013-08-27 05:00:00,36452
2013-08-27 06:00:00,38886
2013-08-27 07:00:00,42304
2013-08-27 08:00:00,45627
2013-08-27 09:00:00,49045
2013-08-27 10:00:00,51064
2013-08-27 11:00:00,52237
2013-08-27 12:00:00,53158
2013-08-27 13:00:00,53129
2013-08-27 14:00:00,52260
2013-08-27 15:00:00,51242
2013-08-27 16:00:00,49867
2013-08-27 17:00:00,48773
2013-08-27 18:00:00,48339
2013-08-27 19:00:00,49503
2013-08-27 20:00:00,48340
2013-08-27 21:00:00,47550
2013-08-27 22:00:00,46151
2013-08-27 23:00:00,48536
2013-08-28 00:00:00,46587
2013-08-28 01:00:00,41498
2013-08-28 02:00:00,40293
2013-08-28 03:00:00,38231
2013-08-28 04:00:00,36581
2013-08-28 05:00:00,36832
2013-08-28 06:00:00,39236
2013-08-28 07:00:00,42709
2013-08-28 08:00:00,45732
2013-08-28 09:00:00,49310
2013-08-28 10:00:00,51199
2013-08-28 11:00:00,52517
2013-08-28 12:00:00,53449
2013-08-28 13:00:00,53582
2013-08-28 14:00:00,52592
2013-08-28 15:00:00,51507
2013-08-28 16:00:00,50180
2013-08-28 17:00:00,48932
2013-08-28 18:00:00,48429
2013-08-28 19:00:00,49301
2013-08-28 20:00:00,47983
2013-08-28 21:00:00,47836
2013-08-28 22:00:00,46517
2013-08-28 23:00:00,48966
2013-08-29 00:00:00,47021
2013-08-29 01:00:00,41970
2013-08-29 02:00:00,40659
2013-08-29 03:00:00,38563
2013-08-29 04:00:00,37008
2013-08-29 05:00:00,37271
2013-08-29 06:00:00,39654
2013-08-29 07:00:00,43315
2013-08-29 08:00:00,46419
2013-08-29 09:00:00,49495
2013-08-29 10:00:00,51662
2013-08-29 11:00:00,52659
2013-08-29 12:00:00,53697
2013-08-29 13:00:00,53963
2013-08-29 14:00:00,52933
2013-08-29 15:00:00,52076
2013-08-29 16:00:00,50516
2013-08-29 17:00:00,49375
2013-08-29 18:00:00,48915
2013-08-29 19:00:00,49757
2013-08-29 20:00:00,48489
2013-08-29 21:00:00,48253
2013-08-29 22:00:00,46649
2013-08-29 23:00:00,48878
2013-08-30 00:00:00,47240
2013-08-30 01:00:00,42017
2013-08-30 02:00:00,40798
2013-08-30 03:00:00,38658
2013-08-30 04:00:00,36993
2013-08-30 05:00:00,37375
2013-08-30 06:00:00,39709
2013-08-30 07:00:00,43105
2013-08-30 08:00:00,46258
2013-08-30 09:00:00,49409
2013-08-30 10:00:00,51502
2013-08-30 11:00:00,52511
2013-08-30 12:00:00,53552
2013-08-30 13:00:00,53826
2013-08-30 14:00:00,52512
2013-08-30 15:00:00,51318
2013-08-30 16:00:00,49714
2013-08-30 17:00:00,48601
2013-08-30 18:00:00,48211
2013-08-30 19:00:00,48802
2013-08-30 20:00:00,47239
2013-08-30 21:00:00,47335
2013-08-30 22:00:00,46015
2013-08-30 23:00:00,48501
2013-08-31 00:00:00,46846
2013-08-31 01:00:00,41481
2013-08-31 02:00:00,39840
2013-08-31 03:00:00,37214
2013-08-31 04:00:00,35386
2013-08-31 05:00:00,34563
2013-08-31 06:00:00,35256
2013-08-31 07:00:00,36146
2013-08-31 08:00:00,37340
2013-08-31 09:00:00,40328
2013-08-31 10:00:00,43134
2013-08-31 11:00:00,44332
2013-08-31 12:00:00,45651
2013-08-31 13:00:00,47285
2013-08-31 14:00:00,44802
2013-08-31 15:00:00,43637
2013-08-31 16:00:00,42117
2013-08-31 17:00:00,41238
2013-08-31 18:00:00,41623
2013-08-31 19:00:00,42515
2013-08-31 20:00:00,42042
2013-08-31 21:00:00,42854
2013-08-31 22:00:00,41876
2013-08-31 23:00:00,45206
2013-09-01 00:00:00,43729
2013-09-01 01:00:00,38824
2013-09-01 02:00:00,37538
2013-09-01 03:00:00,34953
2013-09-01 04:00:00,33051
2013-09-01 05:00:00,32289
2013-09-01 06:00:00,32454
2013-09-01 07:00:00,32359
2013-09-01 08:00:00,32881
2013-09-01 09:00:00,35495
2013-09-01 10:00:00,38227
2013-09-01 11:00:00,40266
2013-09-01 12:00:00,41874
2013-09-01 13:00:00,43577
2013-09-01 14:00:00,40540
2013-09-01 15:00:00,39166
2013-09-01 16:00:00,37736
2013-09-01 17:00:00,37012
2013-09-01 18:00:00,37614
2013-09-01 19:00:00,39575
2013-09-01 20:00:00,40697
2013-09-01 21:00:00,43037
2013-09-01 22:00:00,41953
2013-09-01 23:00:00,44798
2013-09-02 00:00:00,43025
2013-09-02 01:00:00,38194
2013-09-02 02:00:00,37004
2013-09-02 03:00:00,34971
2013-09-02 04:00:00,33617
2013-09-02 05:00:00,34469
2013-09-02 06:00:00,37738
2013-09-02 07:00:00,42347
2013-09-02 08:00:00,45618
2013-09-02 09:00:00,48627
2013-09-02 10:00:00,50432
2013-09-02 11:00:00,51798
2013-09-02 12:00:00,52852
2013-09-02 13:00:00,53291
2013-09-02 14:00:00,52569
2013-09-02 15:00:00,51878
2013-09-02 16:00:00,50559
2013-09-02 17:00:00,49369
2013-09-02 18:00:00,48879
2013-09-02 19:00:00,50181
2013-09-02 20:00:00,49035
2013-09-02 21:00:00,49272
2013-09-02 22:00:00,46739
2013-09-02 23:00:00,49012
2013-09-03 00:00:00,47216
2013-09-03 01:00:00,42097
2013-09-03 02:00:00,40917
2013-09-03 03:00:00,38813
2013-09-03 04:00:00,37217
2013-09-03 05:00:00,37278
2013-09-03 06:00:00,40091
2013-09-03 07:00:00,45005
2013-09-03 08:00:00,48681
2013-09-03 09:00:00,50369
2013-09-03 10:00:00,52231
2013-09-03 11:00:00,53569
2013-09-03 12:00:00,54679
2013-09-03 13:00:00,54845
2013-09-03 14:00:00,53959
2013-09-03 15:00:00,53451
2013-09-03 16:00:00,52212
2013-09-03 17:00:00,50934
2013-09-03 18:00:00,50612
2013-09-03 19:00:00,51469
2013-09-03 20:00:00,50043
2013-09-03 21:00:00,50114
2013-09-03 22:00:00,47606
2013-09-03 23:00:00,49536
2013-09-04 00:00:00,47701
2013-09-04 01:00:00,42586
2013-09-04 02:00:00,41334
2013-09-04 03:00:00,39238
2013-09-04 04:00:00,37776
2013-09-04 05:00:00,37908
2013-09-04 06:00:00,40657
2013-09-04 07:00:00,45490
2013-09-04 08:00:00,48487
2013-09-04 09:00:00,51413
2013-09-04 10:00:00,53293
2013-09-04 11:00:00,54318
2013-09-04 12:00:00,55672
2013-09-04 13:00:00,55996
2013-09-04 14:00:00,55246
2013-09-04 15:00:00,54666
2013-09-04 16:00:00,53551
2013-09-04 17:00:00,52484
2013-09-04 18:00:00,51778
2013-09-04 19:00:00,52691
2013-09-04 20:00:00,50693
2013-09-04 21:00:00,50896
2013-09-04 22:00:00,48215
2013-09-04 23:00:00,50059
2013-09-05 00:00:00,48054
2013-09-05 01:00:00,42783
2013-09-05 02:00:00,41592
2013-09-05 03:00:00,39483
2013-09-05 04:00:00,37521
2013-09-05 05:00:00,37988
2013-09-05 06:00:00,40802
2013-09-05 07:00:00,46247
2013-09-05 08:00:00,49332
2013-09-05 09:00:00,51594
2013-09-05 10:00:00,53399
2013-09-05 11:00:00,54718
2013-09-05 12:00:00,55842
2013-09-05 13:00:00,55950
2013-09-05 14:00:00,55360
2013-09-05 15:00:00,54802
2013-09-05 16:00:00,53619
2013-09-05 17:00:00,52332
2013-09-05 18:00:00,51929
2013-09-05 19:00:00,52769
2013-09-05 20:00:00,50729
2013-09-05 21:00:00,50942
2013-09-05 22:00:00,48074
2013-09-05 23:00:00,49938
2013-09-06 00:00:00,47899
2013-09-06 01:00:00,42595
2013-09-06 02:00:00,41381
2013-09-06 03:00:00,38924
2013-09-06 04:00:00,37557
2013-09-06 05:00:00,38065
2013-09-06 06:00:00,40743
2013-09-06 07:00:00,46310
2013-09-06 08:00:00,49170
2013-09-06 09:00:00,51626
2013-09-06 10:00:00,53503
2013-09-06 11:00:00,54409
2013-09-06 12:00:00,55033
2013-09-06 13:00:00,54834
2013-09-06 14:00:00,53369
2013-09-06 15:00:00,52496
2013-09-06 16:00:00,50868
2013-09-06 17:00:00,49667
2013-09-06 18:00:00,49308
2013-09-06 19:00:00,49830
2013-09-06 20:00:00,48583
2013-09-06 21:00:00,48830
2013-09-06 22:00:00,46168
2013-09-06 23:00:00,48905
2013-09-07 00:00:00,46431
2013-09-07 01:00:00,40912
2013-09-07 02:00:00,39545
2013-09-07 03:00:00,37004
2013-09-07 04:00:00,35265
2013-09-07 05:00:00,34694
2013-09-07 06:00:00,35669
2013-09-07 07:00:00,37131
2013-09-07 08:00:00,38047
2013-09-07 09:00:00,41320
2013-09-07 10:00:00,43857
2013-09-07 11:00:00,45221
2013-09-07 12:00:00,46352
2013-09-07 13:00:00,47706
2013-09-07 14:00:00,45265
2013-09-07 15:00:00,43788
2013-09-07 16:00:00,42181
2013-09-07 17:00:00,41237
2013-09-07 18:00:00,41719
2013-09-07 19:00:00,43162
2013-09-07 20:00:00,43211
2013-09-07 21:00:00,43536
2013-09-07 22:00:00,41752
2013-09-07 23:00:00,44977
